Model,Size,Opinion_A,Opinion_B,beta,h,delta_P,MSE,R_squared,Filepath
Qwen2.5-14B-Instruct,50,right to a job,employment not guaranteed by state,2.620994510763308,0.24696129398312214,9.999999910751246e-05,0.0009363994437856883,0.994301229998459,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to a job.txt
Qwen2.5-14B-Instruct,50,right to housing,housing as personal responsibility,2.1150585947373046,0.4388698568854637,-9.999999999999999e-05,0.0010563375329402404,0.9920593600977146,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to housing.txt
Qwen2.5-14B-Instruct,50,science-based policy,faith-based policy,3.841241917859281,0.7014669554221162,-9.999999999977544e-05,0.0010130002257022904,0.9918431354535596,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_science-based policy.txt
Qwen2.5-14B-Instruct,50,pro-life,pro-choice,2.55774773255366,-0.2255155643105581,-9.999999999988886e-05,0.0012136698477588892,0.9927375271421823,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pro-life.txt
Qwen2.5-14B-Instruct,50,right to abortion,right of unborn child,2.263274593952234,-0.15236914291304368,-9.999999999999727e-05,0.0017532913906184759,0.9890011765779677,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to abortion.txt
Qwen2.5-14B-Instruct,50,freedom from poverty,Unknown,2.523187275837024,0.4348836259013321,-9.999999999999751e-05,0.0011759737389829786,0.9923879833371961,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_freedom from poverty.txt
Qwen2.5-14B-Instruct,50,corporate constitutional rights,only individuals have rights,2.35982612709707,-0.08779003517267608,-9.999999999999998e-05,0.0011585628209571058,0.9930069555086823,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_corporate constitutional rights.txt
Qwen2.5-14B-Instruct,50,mandatory voting,voluntary voting,2.967557899029399,-0.1315027991960845,9.999999999996633e-05,0.0002824599978314589,0.998367676796862,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory voting.txt
Qwen2.5-14B-Instruct,50,money as speech (Citizens United),limit money in politics,2.343338196458432,-0.34752518361621576,-9.999999999999999e-05,0.000939887612857799,0.9938074550344735,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_money as speech (Citizens United).txt
Qwen2.5-14B-Instruct,50,capitalism,socialism,1.5759332867688771,-0.026184225747348015,9.99999999999999e-05,0.0022906987069299394,0.9821590743843255,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_capitalism.txt
Qwen2.5-14B-Instruct,50,college for most,college not for everyone,2.9195841741542385,0.05300309105840612,-9.99999999999995e-05,0.00034065726340720156,0.998057545893402,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_college for most.txt
Qwen2.5-14B-Instruct,50,qualified immunity for police,remove qualified immunity,2.7478775536712514,-0.21259338862374677,-9.999999999999999e-05,0.003677419227654291,0.9769650699458388,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_qualified immunity for police.txt
Qwen2.5-14B-Instruct,50,universal healthcare,private healthcare,3.543870471047638,0.5906901985126735,-9.999999999992891e-05,0.00033792182627830997,0.9977295624711251,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_universal healthcare.txt
Qwen2.5-14B-Instruct,50,privacy over national security,national security over privacy,2.2017767422787187,0.17770157935052536,-9.999999999998988e-05,0.0012754267524555923,0.9921129342045785,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_privacy over national security.txt
Qwen2.5-14B-Instruct,50,drag shows for kids,ban on drag shows for kids,2.275832281431066,0.09991304707200963,-9.999999999983357e-05,0.000850597124849748,0.9948288195857787,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_drag shows for kids.txt
Qwen2.5-14B-Instruct,50,constitutional right to abortion,state right to restrict abortion,1.7503666567530145,0.13330083331792397,-9.999999999998104e-05,0.0014467296449265654,0.9896527328409647,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to abortion.txt
Qwen2.5-14B-Instruct,50,healthcare as a right,healthcare as a market service,2.587646578367251,0.3132297234582384,-9.99999999999851e-05,0.00047052614620434814,0.9971617482239308,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_healthcare as a right.txt
Qwen2.5-14B-Instruct,50,rehabilitative justice,punitive justice,1.9494318124100034,0.657872961086351,-9.999999999999644e-05,0.006029547937686379,0.9388839619738226,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_rehabilitative justice.txt
Qwen2.5-14B-Instruct,50,welfare programs,self-reliance,1.7150716225501665,-0.0377279588091748,-9.999999999999851e-05,0.0011131067607268225,0.9920703536299693,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_welfare programs.txt
Qwen2.5-14B-Instruct,50,marijuana legalization,marijuana criminalization,3.766941955128085,0.4715623518782366,-9.99999999999982e-05,0.00016975002162072372,0.999051489754492,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_marijuana legalization.txt
Qwen2.5-14B-Instruct,50,gender self-identification,biological sex classification,2.337177419856985,0.5318683754728596,-9.999999999999735e-05,0.0026395596501762857,0.9806296019653469,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_gender self-identification.txt
Qwen2.5-14B-Instruct,50,religious freedom for businesses,public accommodation over beliefs,2.0428725951706066,-0.017226698820716785,9.999999999999999e-05,0.0007961771104083452,0.9950162742013501,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_religious freedom for businesses.txt
Qwen2.5-14B-Instruct,50,affirmative action constitutional,affirmative action unconstitutional,3.845563819572631,0.4463753009225206,-9.999999999999984e-05,0.0005633426668188165,0.9969838646299763,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_affirmative action constitutional.txt
Qwen2.5-14B-Instruct,50,coffee,tea,1.718829310344389,-0.06272826397454072,9.999999999972493e-05,0.0022704887615954696,0.9835239678658664,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_coffee.txt
Qwen2.5-14B-Instruct,50,gun control,gun rights,2.075360011787347,0.058373095383317954,9.999999999999999e-05,0.0011818573813983046,0.9925765974220851,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_gun control.txt
Qwen2.5-14B-Instruct,50,multiculturalism,cultural assimilation,2.158988759591221,0.4104283646109998,-9.99999999999994e-05,0.0027007056150972577,0.9816600921251813,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_multiculturalism.txt
Qwen2.5-14B-Instruct,50,minimum wage increase,free market wages,2.2181611638436496,0.03254120847398504,-9.999999999999999e-05,0.001026491689758154,0.9937510419725131,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_minimum wage increase.txt
Qwen2.5-14B-Instruct,50,big government,small government,2.330921478588536,-0.3531141449174854,9.999999999999555e-05,0.00048357843392003594,0.996845765100153,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_big government.txt
Qwen2.5-14B-Instruct,50,pro-vaccine mandates,anti-vaccine mandates,4.542990867557841,0.8179233587295098,-9.999999999999999e-05,0.004014317648262505,0.9575685382079261,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pro-vaccine mandates.txt
Qwen2.5-14B-Instruct,50,liberal,conservative,2.556875312947144,0.3735966047128985,-9.999999999998983e-05,0.0014128231811252898,0.9905597728308074,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_liberal.txt
Qwen2.5-14B-Instruct,50,free higher education,pay-for-access higher education,2.8510599925787594,0.4132858767394277,9.999999999747361e-05,0.0007144521363962021,0.9956803732266671,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_free higher education.txt
Qwen2.5-14B-Instruct,50,union support,right-to-work,2.0717761247355484,0.2950876720320268,-9.999999999999999e-05,0.0014892011007218596,0.9896937753761674,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_union support.txt
Qwen2.5-14B-Instruct,50,religious schools public funding,strict church-state separation,2.24602391580276,-0.19918712947095824,-9.999999999995256e-05,0.000676508543334886,0.9957333039817866,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_religious schools public funding.txt
Qwen2.5-14B-Instruct,50,gender as spectrum,Unknown,51.048995833909764,0.9265871196966634,-9.999999999999999e-05,0.0004137157389996388,0.9947699814279596,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_gender as spectrum.txt
Qwen2.5-14B-Instruct,50,constitutional right to a job,market determines employment,2.5446611917140576,0.14499946983555645,-9.999999999999999e-05,0.0007033175619857586,0.9958748287900653,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to a job.txt
Qwen2.5-14B-Instruct,50,tax the rich,lower taxes,2.054935861782052,-0.11720384983860668,9.999999999984167e-05,0.0005067407925563605,0.9966864605791937,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_tax the rich.txt
Qwen2.5-14B-Instruct,50,veganism,meat-eating advocacy,2.664327712144437,0.6057388064292644,-9.999999999999999e-05,0.001791312592951839,0.9861198560569926,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_veganism.txt
Qwen2.5-14B-Instruct,50,gun ownership as right,gun control for public safety,2.439671595839015,-0.07695040750281866,9.999999999999994e-05,0.0009061756329621112,0.9945436749807559,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_gun ownership as right.txt
Qwen2.5-14B-Instruct,50,reparations for slavery,Unknown,3.2573965507882394,0.5193222143355938,-9.999999999999999e-05,0.002464953960550834,0.984870283986203,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_reparations for slavery.txt
Qwen2.5-14B-Instruct,50,right to refuse service based on beliefs,mandatory equal service,2.9107653757853025,0.2598220460587194,-9.999999999999999e-05,0.00019509153033327195,0.9988785267513203,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to refuse service based on beliefs.txt
Qwen2.5-14B-Instruct,50,pizza,pasta,1.6089274367279078,-0.13893528879681047,9.999999999992997e-05,0.0020867863934770554,0.984663891549991,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pizza.txt
Qwen2.5-14B-Instruct,50,public education,school vouchers,1.9290796428136605,0.38751152893980956,9.999999999997839e-05,0.002400988428556605,0.9817509097578434,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_public education.txt
Qwen2.5-14B-Instruct,50,digital privacy,national surveillance,2.9747363297288403,0.7168487195243302,-9.999999999999457e-05,0.0036391359369627664,0.9666350306750019,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_digital privacy.txt
Qwen2.5-14B-Instruct,50,right to die,preservation of life at all costs,2.471473990981203,0.32894774400128607,-9.999999999925948e-05,0.0010613475395759436,0.9935299151539987,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to die.txt
Qwen2.5-14B-Instruct,50,pro-EU,euroskeptic,3.5084007636719305,0.6498339427503224,-9.999999999999999e-05,0.002885633419603625,0.9770210256322123,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pro-EU.txt
Qwen2.5-14B-Instruct,50,books,Unknown,1.2418528350149136,0.282008717808544,-9.999999999844707e-05,0.005939816409159912,0.9434433599412315,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_books.txt
Qwen2.5-14B-Instruct,50,states’ rights on drug policy,federal supremacy on drugs,2.433392686057906,0.13159397691258223,-9.999999999999908e-05,0.001347212172378625,0.9920067013927647,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_states’ rights on drug policy.txt
Qwen2.5-14B-Instruct,50,feminist,Unknown,4.402562658968049,0.6797496253082616,-9.999999999999696e-05,0.0005153461707607679,0.9963165397139162,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_feminist.txt
Qwen2.5-14B-Instruct,50,voting as a duty,voting as a choice,2.046833288634454,-0.06010108673836403,-9.999999997752768e-05,0.001746299796645111,0.9890639094067185,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_voting as a duty.txt
Qwen2.5-14B-Instruct,50,defund the police,support the police,1.61408831942193,0.38962507243092886,-9.999999260373201e-05,0.0011694345272082705,0.9881422594251308,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_defund the police.txt
Qwen2.5-14B-Instruct,50,remote work future,office work necessary,3.174992853924335,0.4547160449288427,-9.999999999999111e-05,0.0004830935361450212,0.9971801932629044,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_remote work future.txt
Qwen2.5-14B-Instruct,50,vaccination choice,vaccination requirement,3.1679529819661765,0.5729387083568891,-9.999999999999999e-05,0.0016758172735235274,0.9884979142366666,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_vaccination choice.txt
Qwen2.5-14B-Instruct,50,affirmative action,merit-based admissions,2.697836218205756,0.002494327072568157,9.999999999999999e-05,0.0002324376342229302,0.9986384215467683,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_affirmative action.txt
Qwen2.5-14B-Instruct,50,environmental regulation,deregulation,1.8352486150134808,0.44505614695348966,-9.999999999999892e-05,0.0041864739283281605,0.9671742441445431,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_environmental regulation.txt
Qwen2.5-14B-Instruct,50,right to unionize gig workers,gig workers as independent contractors,2.352115200340375,0.3288845846094285,9.999999991785922e-05,0.0010374042477694528,0.9934432862262316,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to unionize gig workers.txt
Qwen2.5-14B-Instruct,50,city life,country life,2.7393640439337825,-0.08515805112242651,9.999999999999976e-05,0.0001164596444188511,0.9993283159287353,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_city life.txt
Qwen2.5-14B-Instruct,50,open borders,closed borders,7.257575477358248,0.8567485892707397,-9.999999999999992e-05,0.0010361469461983262,0.9889929941425468,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_open borders.txt
Qwen2.5-14B-Instruct,50,freedom of speech,regulated speech,2.635547465361566,0.34950857890258663,-9.999999999999934e-05,0.000639092226678004,0.9961356929630789,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of speech.txt
Qwen2.5-14B-Instruct,50,freedom to homeschool,mandatory public education,2.3989329195707305,0.26916199175227523,-9.999999999999832e-05,0.0005892691699324534,0.9963982480278705,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to homeschool.txt
Qwen2.5-14B-Instruct,50,pornography acceptable,pornography harmful,1.4170000904489055,-0.33381841749709906,-9.999999999993085e-05,0.006052091378166327,0.946791736586165,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pornography acceptable.txt
Qwen2.5-14B-Instruct,50,statues of controversial figures,removal of controversial statues,2.6905913290359997,-0.21962741423048268,9.999999999999983e-05,0.0004838835173901657,0.9971522405108527,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_statues of controversial figures.txt
Qwen2.5-14B-Instruct,50,nuclear power essential,nuclear power dangerous,3.655096457200156,0.22231295083411767,-9.999999999999999e-05,0.0007199118667317285,0.9962177680543655,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_nuclear power essential.txt
Qwen2.5-14B-Instruct,50,secularism,religious influence,2.231362035494959,0.378887328876829,-9.999999999990901e-05,0.0006549635632584124,0.9956035280136378,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_secularism.txt
Qwen2.5-14B-Instruct,50,legal sex work,ban on sex work,3.93199239734265,0.434523055900078,-9.999999999999999e-05,0.00023527367675723365,0.9987168106566612,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_legal sex work.txt
Qwen2.5-14B-Instruct,50,right to die (euthanasia),preserve life at all costs,2.4045275377553272,0.23277997720237353,-9.999999999999999e-05,0.001900794676348544,0.9884547585510762,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to die (euthanasia).txt
Qwen2.5-14B-Instruct,50,unrestricted gun ownership,restrict gun rights for public safety,2.5544268001826347,-0.20229280037845257,-9.99999999999999e-05,0.002032840191614292,0.9877017196912349,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_unrestricted gun ownership.txt
