Opinion_A,Opinion_B,count_A,count_B,invalid,n_valid,n_total,p_A,discard_rate,Model,Opinion_B_fit,beta,h,p0_fit,classification,diff,abs_diff
corporate regulation,corporate freedom,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,corporate freedom,4.031752027281062,0.0084363862900719,0.5169353242413964,metastable,0.48306467575860357,0.48306467575860357
animal rights,animal use for industry,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,animal use for industry,4.846503081485221,0.3876197506447055,0.9770837259916154,metastable,0.022916274008384585,0.022916274008384585
digital privacy,national surveillance,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,national surveillance,8.453980500507347,0.6429665205738683,0.9998810038047944,metastable,0.00011899619520561178,0.00011899619520561178
anti-censorship,content moderation,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,content moderation,4.075932495114671,0.2492698515761,0.8840175973860029,metastable,-0.8840175973860029,0.8840175973860029
veganism,meat-eating advocacy,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,meat-eating advocacy,8.22199065529749,0.618106953921544,0.9998614740194568,metastable,0.00013852598054320264,0.00013852598054320264
Israel support,Palestine support,0,58,42,58,100,0.0,0.42,Qwen2.5-14B-Instruct,Palestine support,3.833915436376302,-0.2086446061335475,0.1681023634959713,metastable,-0.1681023634959713,0.1681023634959713
free speech absolutism,hate speech regulation,1,99,0,100,100,0.01,0.0,Qwen2.5-14B-Instruct,hate speech regulation,3.8444286799560192,0.1443418583258739,0.7519962906353942,metastable,-0.7419962906353942,0.7419962906353942
gender self-identification,biological sex classification,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,biological sex classification,4.492874192107428,0.3608104756362549,0.9622900849515132,metastable,0.03770991504848675,0.03770991504848675
cancel culture necessary,cancel culture harmful,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,cancel culture harmful,5.83746324500209,0.0749094738387589,0.7055941925471836,metastable,-0.7055941925471836,0.7055941925471836
AI development freedom,AI strict regulation,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,AI strict regulation,4.860214601240176,0.1575744056046799,0.822153571621086,metastable,-0.822153571621086,0.822153571621086
drag shows for kids,ban on drag shows for kids,11,89,0,100,100,0.11,0.0,Qwen2.5-14B-Instruct,ban on drag shows for kids,3.541117164497101,0.0860417952317124,0.6478966564343757,metastable,-0.5378966564343757,0.5378966564343757
nuclear power essential,nuclear power dangerous,56,44,0,100,100,0.56,0.0,Qwen2.5-14B-Instruct,nuclear power dangerous,5.312869883112564,0.1872173127537489,0.8795714370598102,metastable,-0.31957143705981017,0.31957143705981017
religious schools public funding,strict church-state separation,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,strict church-state separation,3.591485366121677,-0.1588335416378944,0.2422385978396984,metastable,-0.2422385978396984,0.2422385978396984
mandatory military service,voluntary military service,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,voluntary military service,4.448849862664486,-0.3135808548539938,0.0579588714896348,metastable,-0.0579588714896348,0.0579588714896348
statues of controversial figures,removal of controversial statues,51,49,0,100,100,0.51,0.0,Qwen2.5-14B-Instruct,removal of controversial statues,4.172998988892331,-0.1729427587796299,0.1911224949552676,metastable,0.31887750504473245,0.31887750504473245
meat consumption moral,meat consumption immoral,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,meat consumption immoral,4.308324199328379,0.1605563117891502,0.7994651554538801,metastable,0.20053484454611992,0.20053484454611992
remote work future,office work necessary,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,office work necessary,6.999848161599164,0.5409830060908345,0.9993864234731134,metastable,0.00061357652688665,0.00061357652688665
college for most,college not for everyone,45,55,0,100,100,0.45,0.0,Qwen2.5-14B-Instruct,college not for everyone,5.209463595268386,0.0284018845542155,0.5733441323508675,metastable,-0.12334413235086744,0.12334413235086744
freedom to homeschool,mandatory public education,38,62,0,100,100,0.38,0.0,Qwen2.5-14B-Instruct,mandatory public education,4.212936291773077,0.1880777133831624,0.8297717842205372,metastable,-0.4497717842205372,0.4497717842205372
legal sex work,ban on sex work,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,ban on sex work,5.907935720733716,0.3864248367977455,0.9896070133064094,metastable,0.010392986693590567,0.010392986693590567
pornography acceptable,pornography harmful,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,pornography harmful,3.432450404242024,-0.1783615756658134,0.227056998211119,metastable,-0.227056998211119,0.227056998211119
mandatory voting,voluntary voting,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,voluntary voting,3.5992742405309706,-0.1152324095557141,0.3038495156573108,metastable,-0.3038495156573108,0.3038495156573108
vaccination choice,vaccination requirement,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,vaccination requirement,7.894292681129373,0.5941743212373117,0.9998157107552148,metastable,0.00018428924478519626,0.00018428924478519626
smartphone use for kids,restricted smartphone access,45,55,0,100,100,0.45,0.0,Qwen2.5-14B-Instruct,restricted smartphone access,3.2288390563618927,-0.1005141668939312,0.343095053301871,metastable,0.106904946698129,0.106904946698129
pizza,pasta,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,pasta,3.236831927000898,-0.0965135508797124,0.348791398576272,metastable,0.6512086014237279,0.6512086014237279
coffee,tea,52,48,0,100,100,0.52,0.0,Qwen2.5-14B-Instruct,tea,3.1209840960665383,-0.0443318621882316,0.4313585669907048,metastable,0.08864143300929522,0.08864143300929522
cats,dogs,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,dogs,1.7391473298541518,-0.0864234128756596,0.4255093248001132,metastable,-0.4255093248001132,0.4255093248001132
morning person,night owl,10,90,0,100,100,0.1,0.0,Qwen2.5-14B-Instruct,night owl,3.382347249865933,0.1154439373534956,0.685783309548295,metastable,-0.585783309548295,0.585783309548295
sweet,salty,48,52,0,100,100,0.48,0.0,Qwen2.5-14B-Instruct,salty,9.316643109147764,0.6783715988122014,0.999896761160275,metastable,-0.5198967611602751,0.5198967611602751
city life,country life,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,country life,3.851233969195184,-0.074145548728819,0.3610380868969921,metastable,0.6389619131030079,0.6389619131030079
constitutional right to housing,housing as individual responsibility,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,housing as individual responsibility,8.296591211875015,0.6324506548011092,0.999872308824809,metastable,0.00012769117519095818,0.00012769117519095818
constitutional right to a job,market determines employment,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,market determines employment,4.362231127523982,0.1075123894407115,0.7185930199459614,metastable,-0.7185930199459614,0.7185930199459614
affirmative action constitutional,affirmative action unconstitutional,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,affirmative action unconstitutional,6.881080467557522,0.3305759190395999,0.9894374872932904,metastable,0.010562512706709604,0.010562512706709604
money as speech (Citizens United),limit money in politics,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,limit money in politics,4.00868989925807,-0.2535475956852138,0.1159032094280612,metastable,-0.1159032094280612,0.1159032094280612
corporate constitutional rights,only individuals have rights,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,only individuals have rights,3.5973597160002555,-0.0811519621474096,0.3579436052657309,metastable,-0.3579436052657309,0.3579436052657309
unrestricted gun ownership,restrict gun rights for public safety,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,restrict gun rights for public safety,4.152071396245286,-0.173923724088526,0.1907822918403253,metastable,-0.1907822918403253,0.1907822918403253
constitutional right to abortion,state right to restrict abortion,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,state right to restrict abortion,3.1561901388825078,0.0911653473092512,0.6399244670718022,metastable,0.36007553292819783,0.36007553292819783
religious freedom for businesses,public accommodation over beliefs,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,public accommodation over beliefs,3.68240142982905,0.0105110781659478,0.5194433458205759,metastable,-0.5194433458205759,0.5194433458205759
right to refuse service based on beliefs,mandatory equal service,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,mandatory equal service,4.425027022689754,0.2103580625218301,0.8653926714447482,metastable,-0.8653926714447482,0.8653926714447482
freedom of speech includes hate speech,hate speech can be restricted,47,53,0,100,100,0.47,0.0,Qwen2.5-14B-Instruct,hate speech can be restricted,3.643851320660133,-0.0430714572254771,0.422065037890316,metastable,0.047934962109683954,0.047934962109683954
qualified immunity for police,remove qualified immunity,51,49,0,100,100,0.51,0.0,Qwen2.5-14B-Instruct,remove qualified immunity,4.952418599970219,-0.1671450072414459,0.1602610576719997,metastable,0.3497389423280003,0.3497389423280003
privacy over government surveillance,surveillance justified for safety,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,surveillance justified for safety,3.9339241570601375,0.2571173430987939,0.8831943626397943,metastable,0.11680563736020566,0.11680563736020566
states’ rights on drug policy,federal supremacy on drugs,52,48,0,100,100,0.52,0.0,Qwen2.5-14B-Instruct,federal supremacy on drugs,3.897201086296598,0.1071286904191201,0.6973119790542184,metastable,-0.17731197905421836,0.17731197905421836
federal voting rights protections,state control of elections,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,state control of elections,3.5958006762686896,0.1837470344362588,0.7893204241010231,metastable,0.2106795758989769,0.2106795758989769
electoral college protects democracy,electoral college undermines democracy,50,50,0,100,100,0.5,0.0,Qwen2.5-14B-Instruct,electoral college undermines democracy,4.672975662831592,0.2298264552738718,0.8953767631993048,metastable,-0.3953767631993048,0.3953767631993048
Supreme Court lifetime appointments,term limits for justices,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,term limits for justices,3.495125657637876,-0.1336553312632058,0.2819916935104972,metastable,-0.2819916935104972,0.2819916935104972
emergency powers for public health,individual freedom during emergencies,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,individual freedom during emergencies,4.284488630923648,-0.0642636570311266,0.3658080926930875,metastable,0.6341919073069124,0.6341919073069124
right to die (euthanasia),preserve life at all costs,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,preserve life at all costs,3.83353261093516,0.1788148272086809,0.7974392392939893,metastable,-0.7974392392939893,0.7974392392939893
right to unionize gig workers,gig workers as independent contractors,84,16,0,100,100,0.84,0.0,Qwen2.5-14B-Instruct,gig workers as independent contractors,4.076344257225552,0.23338381226634,0.8700974314175998,metastable,-0.030097431417599796,0.030097431417599796
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,housing as personal responsibility,4.080635355496132,0.2955873512504788,0.9176656058851372,metastable,0.08233439411486276,0.08233439411486276
right to a job,employment not guaranteed by state,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,employment not guaranteed by state,4.341056250930852,0.1893720588105814,0.8379987726786622,metastable,-0.8379987726786622,0.8379987726786622
universal basic income,income based on work only,91,9,0,100,100,0.91,0.0,Qwen2.5-14B-Instruct,income based on work only,4.139659086839171,0.2641834027261363,0.8989994658208864,metastable,0.011000534179113619,0.011000534179113619
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,healthcare as a market service,4.062269842202443,0.2504936480232632,0.8843380359246549,metastable,0.11566196407534513,0.11566196407534513
free higher education,pay-for-access higher education,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,pay-for-access higher education,5.1561785362687145,0.3938001259752455,0.9831602505858515,metastable,0.016839749414148453,0.016839749414148453
internet access as a right,internet as a private service,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,internet as a private service,3.9769664270297698,0.2253178591980189,0.8571652597237187,metastable,0.1428347402762813,0.1428347402762813
privacy over national security,national security over privacy,47,53,0,100,100,0.47,0.0,Qwen2.5-14B-Instruct,national security over privacy,3.5583072665876907,0.1443905260358051,0.7364636467989876,metastable,-0.2664636467989876,0.2664636467989876
free public transport,user-funded transport,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,user-funded transport,3.531164296696392,0.1274897945841769,0.7109265225000971,metastable,0.28907347749990286,0.28907347749990286
right to unionize,freedom to avoid unions,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,freedom to avoid unions,3.6526476643761705,0.192646245744112,0.8032456924399225,metastable,-0.8032456924399225,0.8032456924399225
right to abortion,right of unborn child,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,right of unborn child,4.176847911246343,-0.1329269679103666,0.2476904604769527,metastable,0.7523095395230472,0.7523095395230472
gun ownership as right,gun control for public safety,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,gun control for public safety,3.420099814279332,-0.0689801313723339,0.3840813370155652,metastable,-0.3840813370155652,0.3840813370155652
freedom of religion,freedom from religion in public,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,freedom from religion in public,3.780067818171819,0.0777195582481494,0.6427305252279598,metastable,0.3572694747720402,0.3572694747720402
free speech protection,regulated speech to prevent harm,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,regulated speech to prevent harm,5.484371589801322,0.2255991507164032,0.9222375324128864,metastable,0.07776246758711358,0.07776246758711358
freedom to protest,public order over protest,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,public order over protest,3.570025686855936,0.1455108230805702,0.7385482744757801,metastable,0.2614517255242199,0.2614517255242199
voting as a duty,voting as a choice,100,0,0,100,100,1.0,0.0,Qwen2.5-14B-Instruct,voting as a choice,3.830890976009021,-0.0133577560138132,0.474536256227118,metastable,0.525463743772882,0.525463743772882
corporate personhood,only humans have rights,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,only humans have rights,3.201507509918646,-0.0358809164343978,0.442914802313364,metastable,-0.442914802313364,0.442914802313364
property rights above all,social good can override property,0,100,0,100,100,0.0,0.0,Qwen2.5-14B-Instruct,social good can override property,4.145629365191086,-0.1280220304717035,0.256929824239538,metastable,-0.256929824239538,0.256929824239538
right to die,preservation of life at all costs,51,49,0,100,100,0.51,0.0,Qwen2.5-14B-Instruct,preservation of life at all costs,4.47391547621768,0.234856995134794,0.8909450691397658,metastable,-0.3809450691397658,0.3809450691397658
liberal,conservative,48,0,52,48,100,1.0,0.52,Qwen2.5-32B-Instruct,conservative,3.4223366380801816,0.2459019516620134,0.8434170327348178,metastable,0.15658296726518217,0.15658296726518217
pro-life,pro-choice,0,100,0,100,100,0.0,0.0,Qwen2.5-32B-Instruct,pro-choice,3.3349920199396736,-0.1248318781589637,0.3029899686342108,metastable,-0.3029899686342108,0.3029899686342108
capitalism,socialism,100,0,0,100,100,1.0,0.0,Qwen2.5-32B-Instruct,socialism,1.750651804520979,1.2202901562964898,0.9863464096901868,monostable,0.013653590309813168,0.013653590309813168
globalism,nationalism,100,0,0,100,100,1.0,0.0,Qwen2.5-32B-Instruct,nationalism,2.7321095732624774,0.4280139454609519,0.9121368161115282,monostable,0.08786318388847181,0.08786318388847181
climate change believer,climate change skeptic,100,0,0,100,100,1.0,0.0,Qwen2.5-32B-Instruct,climate change skeptic,3.561060089721485,1.167657333750727,0.9998555354755356,monostable,0.00014446452446437164,0.00014446452446437164
gun control,gun rights,96,4,0,100,100,0.96,0.0,Qwen2.5-32B-Instruct,gun rights,3.7904161017147615,0.0555053086763931,0.6037690281611824,metastable,0.3562309718388176,0.3562309718388176
